_id,Year,State,Marital Status,Person
2514,1988,SABAH,Widowed,12.5
2515,1988,SABAH,Divorced/permanently separated,7
2516,1988,SARAWAK,Total,637.1
2517,1988,SARAWAK,Never married,208.6
2518,1988,SARAWAK,Married,400.6
2519,1988,SARAWAK,Widowed,16.7
2520,1988,SARAWAK,Divorced/permanently separated,11.2
2521,1988,W.P.KUALA LUMPUR,Total,469.6
2522,1988,W.P.KUALA LUMPUR,Never married,198.8
2523,1988,W.P.KUALA LUMPUR,Married,258.7
2524,1988,W.P.KUALA LUMPUR,Widowed,7.1
2525,1988,W.P.KUALA LUMPUR,Divorced/permanently separated,4.9
2526,1988,W.P.LABUAN,Total,12.3
2527,1988,W.P.LABUAN,Never married,4
2528,1988,W.P.LABUAN,Married,7.9
2529,1988,W.P.LABUAN,Widowed,0.2
2530,1988,W.P.LABUAN,Divorced/permanently separated,0.2
2531,1987,MALAYSIA,Total,5983.9
2532,1987,MALAYSIA,Never married,2029.2
2533,1987,MALAYSIA,Married,3727.7
2534,1987,MALAYSIA,Widowed,147.5
2535,1987,MALAYSIA,Divorced/permanently separated,79.6
2536,1987,JOHOR,Total,732.7
2537,1987,JOHOR,Never married,265.9
2538,1987,JOHOR,Married,442.2
2539,1987,JOHOR,Widowed,17.5
2540,1987,JOHOR,Divorced/permanently separated,7.2
2541,1987,KEDAH,Total,420.1
2542,1987,KEDAH,Never married,117.1
2543,1987,KEDAH,Married,283.2
2544,1987,KEDAH,Widowed,11.1
2545,1987,KEDAH,Divorced/permanently separated,8.6
2546,1987,KELANTAN,Total,350.5
2547,1987,KELANTAN,Never married,79.7
2548,1987,KELANTAN,Married,249.2
2549,1987,KELANTAN,Widowed,11
2550,1987,KELANTAN,Divorced/permanently separated,10.5
2551,1987,MELAKA,Total,176.7
2552,1987,MELAKA,Never married,60
2553,1987,MELAKA,Married,110.8
2554,1987,MELAKA,Widowed,3.9
2555,1987,MELAKA,Divorced/permanently separated,2
2556,1987,N.SEMBILAN,Total,221.7
2557,1987,N.SEMBILAN,Never married,65.7
2558,1987,N.SEMBILAN,Married,147.5
2559,1987,N.SEMBILAN,Widowed,6.2
2560,1987,N.SEMBILAN,Divorced/permanently separated,2.4
2561,1987,PAHANG,Total,335.9
2562,1987,PAHANG,Never married,106.8
2563,1987,PAHANG,Married,219.4
2564,1987,PAHANG,Widowed,6.7
2565,1987,PAHANG,Divorced/permanently separated,2.9
2566,1987,P.PINANG,Total,404.8
2567,1987,P.PINANG,Never married,165.3
2568,1987,P.PINANG,Married,226.9
2569,1987,P.PINANG,Widowed,8.6
2570,1987,P.PINANG,Divorced/permanently separated,4
2571,1987,PERAK,Total,670.5
2572,1987,PERAK,Never married,226.1
2573,1987,PERAK,Married,412.2
2574,1987,PERAK,Widowed,22.8
2575,1987,PERAK,Divorced/permanently separated,9.4
2576,1987,PERLIS,Total,60.6
2577,1987,PERLIS,Never married,16.6
2578,1987,PERLIS,Married,41.5
2579,1987,PERLIS,Widowed,1.6
2580,1987,PERLIS,Divorced/permanently separated,0.9
2581,1987,SELANGOR,Total,865
2582,1987,SELANGOR,Never married,332.6
2583,1987,SELANGOR,Married,509.4
2584,1987,SELANGOR,Widowed,16.7
2585,1987,SELANGOR,Divorced/permanently separated,6.3
2586,1987,TERENGGANU,Total,208.9
2587,1987,TERENGGANU,Never married,56.7
2588,1987,TERENGGANU,Married,142.1
2589,1987,TERENGGANU,Widowed,6.2
2590,1987,TERENGGANU,Divorced/permanently separated,3.9
2591,1987,SABAH,Total,424.3
2592,1987,SABAH,Never married,121.8
2593,1987,SABAH,Married,283.8
2594,1987,SABAH,Widowed,11.8
2595,1987,SABAH,Divorced/permanently separated,6.8
2596,1987,SARAWAK,Total,642
2597,1987,SARAWAK,Never married,212
2598,1987,SARAWAK,Married,402.2
2599,1987,SARAWAK,Widowed,16.7
2600,1987,SARAWAK,Divorced/permanently separated,11.1
2601,1987,W.P.KUALA LUMPUR,Total,457.9
2602,1987,W.P.KUALA LUMPUR,Never married,199
2603,1987,W.P.KUALA LUMPUR,Married,249.2
2604,1987,W.P.KUALA LUMPUR,Widowed,6.5
2605,1987,W.P.KUALA LUMPUR,Divorced/permanently separated,3.2
2606,1987,W.P.LABUAN,Total,12.3
2607,1987,W.P.LABUAN,Never married,3.9
2608,1987,W.P.LABUAN,Married,8
2609,1987,W.P.LABUAN,Widowed,0.2
2610,1987,W.P.LABUAN,Divorced/permanently separated,0.2
2611,1986,MALAYSIA,Total,5760.1
2612,1986,MALAYSIA,Never married,1954.6
2613,1986,MALAYSIA,Married,3595.4
2614,1986,MALAYSIA,Widowed,140.4
2615,1986,MALAYSIA,Divorced/permanently separated,69.8
2616,1986,JOHOR,Total,700.4
2617,1986,JOHOR,Never married,253.8
2618,1986,JOHOR,Married,422.3
2619,1986,JOHOR,Widowed,17.6
2620,1986,JOHOR,Divorced/permanently separated,6.6
2621,1986,KEDAH,Total,418
2622,1986,KEDAH,Never married,116
2623,1986,KEDAH,Married,286.3
2624,1986,KEDAH,Widowed,11.2
2625,1986,KEDAH,Divorced/permanently separated,4.5
2626,1986,KELANTAN,Total,340.2
2627,1986,KELANTAN,Never married,74.5
2628,1986,KELANTAN,Married,245.8
2629,1986,KELANTAN,Widowed,10.1
2630,1986,KELANTAN,Divorced/permanently separated,9.7
2631,1986,MELAKA,Total,169.8
2632,1986,MELAKA,Never married,61.7
2633,1986,MELAKA,Married,101.2
2634,1986,MELAKA,Widowed,5.1
2635,1986,MELAKA,Divorced/permanently separated,1.8
2636,1986,N.SEMBILAN,Total,213.5
2637,1986,N.SEMBILAN,Never married,66.1
2638,1986,N.SEMBILAN,Married,139.4
2639,1986,N.SEMBILAN,Widowed,6.2
2640,1986,N.SEMBILAN,Divorced/permanently separated,1.7
2641,1986,PAHANG,Total,315.4
2642,1986,PAHANG,Never married,105.2
2643,1986,PAHANG,Married,198.3
2644,1986,PAHANG,Widowed,7.6
2645,1986,PAHANG,Divorced/permanently separated,4.2
2646,1986,P.PINANG,Total,391.4
2647,1986,P.PINANG,Never married,157.5
2648,1986,P.PINANG,Married,221.5
2649,1986,P.PINANG,Widowed,8.5
2650,1986,P.PINANG,Divorced/permanently separated,4
2651,1986,PERAK,Total,669.9
2652,1986,PERAK,Never married,220.3
2653,1986,PERAK,Married,424.2
2654,1986,PERAK,Widowed,19.3
2655,1986,PERAK,Divorced/permanently separated,6.1
2656,1986,PERLIS,Total,57.6
2657,1986,PERLIS,Never married,16.4
2658,1986,PERLIS,Married,38
2659,1986,PERLIS,Widowed,2
2660,1986,PERLIS,Divorced/permanently separated,1.1
2661,1986,SELANGOR,Total,777.1
2662,1986,SELANGOR,Never married,302.9
2663,1986,SELANGOR,Married,455.4
2664,1986,SELANGOR,Widowed,13.9
2665,1986,SELANGOR,Divorced/permanently separated,4.9
2666,1986,TERENGGANU,Total,218.4
2667,1986,TERENGGANU,Never married,56
2668,1986,TERENGGANU,Married,151.5
2669,1986,TERENGGANU,Widowed,4.7
2670,1986,TERENGGANU,Divorced/permanently separated,6.1
2671,1986,SABAH,Total,405.5
2672,1986,SABAH,Never married,119.2
2673,1986,SABAH,Married,269.1
2674,1986,SABAH,Widowed,10.9
2675,1986,SABAH,Divorced/permanently separated,6.3
2676,1986,SARAWAK,Total,614.3
2677,1986,SARAWAK,Never married,196.1
2678,1986,SARAWAK,Married,392.3
2679,1986,SARAWAK,Widowed,16.5
2680,1986,SARAWAK,Divorced/permanently separated,9.3
2681,1986,W.P.KUALA LUMPUR,Total,455
2682,1986,W.P.KUALA LUMPUR,Never married,203.9
2683,1986,W.P.KUALA LUMPUR,Married,241.7
2684,1986,W.P.KUALA LUMPUR,Widowed,6.4
2685,1986,W.P.KUALA LUMPUR,Divorced/permanently separated,3.1
2686,1986,W.P.LABUAN,Total,13.6
2687,1986,W.P.LABUAN,Never married,4.9
2688,1986,W.P.LABUAN,Married,8.3
2689,1986,W.P.LABUAN,Widowed,0.2
2690,1986,W.P.LABUAN,Divorced/permanently separated,0.2
2691,1985,MALAYSIA,Total,5653.4
2692,1985,MALAYSIA,Never married,1921
2693,1985,MALAYSIA,Married,3518.1
2694,1985,MALAYSIA,Widowed,146.7
2695,1985,MALAYSIA,Divorced/permanently separated,67.6
2696,1985,JOHOR,Total,672.7
2697,1985,JOHOR,Never married,246
2698,1985,JOHOR,Married,405
2699,1985,JOHOR,Widowed,16.6
2700,1985,JOHOR,Divorced/permanently separated,5.1
2701,1985,KEDAH,Total,413.8
2702,1985,KEDAH,Never married,110.2
2703,1985,KEDAH,Married,283.8
2704,1985,KEDAH,Widowed,13.6
2705,1985,KEDAH,Divorced/permanently separated,6.2
2706,1985,KELANTAN,Total,323.6
2707,1985,KELANTAN,Never married,68.5
2708,1985,KELANTAN,Married,233.7
2709,1985,KELANTAN,Widowed,10.4
2710,1985,KELANTAN,Divorced/permanently separated,11
2711,1985,MELAKA,Total,170.1
2712,1985,MELAKA,Never married,63.2
2713,1985,MELAKA,Married,100.5
2714,1985,MELAKA,Widowed,4.4
2715,1985,MELAKA,Divorced/permanently separated,2
2716,1985,N.SEMBILAN,Total,210.8
2717,1985,N.SEMBILAN,Never married,64.1
2718,1985,N.SEMBILAN,Married,137.2
2719,1985,N.SEMBILAN,Widowed,6.9
2720,1985,N.SEMBILAN,Divorced/permanently separated,2.5
2721,1985,PAHANG,Total,327.8
2722,1985,PAHANG,Never married,109.3
2723,1985,PAHANG,Married,207.2
2724,1985,PAHANG,Widowed,8.2
2725,1985,PAHANG,Divorced/permanently separated,3.1
2726,1985,P.PINANG,Total,388.1
2727,1985,P.PINANG,Never married,152
2728,1985,P.PINANG,Married,223.7
2729,1985,P.PINANG,Widowed,9.6
2730,1985,P.PINANG,Divorced/permanently separated,2.8
2731,1985,PERAK,Total,669.6
2732,1985,PERAK,Never married,219.3
2733,1985,PERAK,Married,422.6
2734,1985,PERAK,Widowed,21.3
2735,1985,PERAK,Divorced/permanently separated,6.4
2736,1985,PERLIS,Total,60.5
2737,1985,PERLIS,Never married,15.3
2738,1985,PERLIS,Married,42.9
2739,1985,PERLIS,Widowed,1.6
2740,1985,PERLIS,Divorced/permanently separated,0.8
2741,1985,SELANGOR,Total,706.1
2742,1985,SELANGOR,Never married,280.8
2743,1985,SELANGOR,Married,407.7
2744,1985,SELANGOR,Widowed,13
2745,1985,SELANGOR,Divorced/permanently separated,4.6
2746,1985,TERENGGANU,Total,212.4
2747,1985,TERENGGANU,Never married,56.2
2748,1985,TERENGGANU,Married,146.3
2749,1985,TERENGGANU,Widowed,5.6
2750,1985,TERENGGANU,Divorced/permanently separated,4.4
2751,1985,SABAH,Total,403.4
2752,1985,SABAH,Never married,123.1
2753,1985,SABAH,Married,262.1
2754,1985,SABAH,Widowed,11.5
2755,1985,SABAH,Divorced/permanently separated,6.6
2756,1985,SARAWAK,Total,587.5
2757,1985,SARAWAK,Never married,181.3
2758,1985,SARAWAK,Married,382
2759,1985,SARAWAK,Widowed,15.7
2760,1985,SARAWAK,Divorced/permanently separated,8.5
2761,1985,W.P.KUALA LUMPUR,Total,491.7
2762,1985,W.P.KUALA LUMPUR,Never married,226
2763,1985,W.P.KUALA LUMPUR,Married,254.3
2764,1985,W.P.KUALA LUMPUR,Widowed,8
2765,1985,W.P.KUALA LUMPUR,Divorced/permanently separated,3.4
2766,1985,W.P.LABUAN,Total,15
2767,1985,W.P.LABUAN,Never married,5.7
2768,1985,W.P.LABUAN,Married,8.9
2769,1985,W.P.LABUAN,Widowed,0.3
2770,1985,W.P.LABUAN,Divorced/permanently separated,0.2
2771,1984,MALAYSIA,Total,5566.7
2772,1984,MALAYSIA,Never married,1875.9
2773,1984,MALAYSIA,Married,3473.1
2774,1984,MALAYSIA,Widowed,146.9
2775,1984,MALAYSIA,Divorced/permanently separated,70.9
2776,1984,JOHOR,Total,657.3
2777,1984,JOHOR,Never married,235.1
2778,1984,JOHOR,Married,399.4
2779,1984,JOHOR,Widowed,15
2780,1984,JOHOR,Divorced/permanently separated,7.8
2781,1984,KEDAH,Total,417.6
2782,1984,KEDAH,Never married,113.8
2783,1984,KEDAH,Married,285.5
2784,1984,KEDAH,Widowed,13.2
2785,1984,KEDAH,Divorced/permanently separated,5.1
2786,1984,KELANTAN,Total,322.3
2787,1984,KELANTAN,Never married,64.3
2788,1984,KELANTAN,Married,237.2
2789,1984,KELANTAN,Widowed,11.7
2790,1984,KELANTAN,Divorced/permanently separated,9.1
2791,1984,MELAKA,Total,162.5
2792,1984,MELAKA,Never married,57.4
2793,1984,MELAKA,Married,98.8
2794,1984,MELAKA,Widowed,4.6
2795,1984,MELAKA,Divorced/permanently separated,1.7
2796,1984,N.SEMBILAN,Total,223.3
2797,1984,N.SEMBILAN,Never married,70.3
2798,1984,N.SEMBILAN,Married,144.4
2799,1984,N.SEMBILAN,Widowed,6.9
2800,1984,N.SEMBILAN,Divorced/permanently separated,1.8
2801,1984,PAHANG,Total,306.9
2802,1984,PAHANG,Never married,99.9
2803,1984,PAHANG,Married,196.6
2804,1984,PAHANG,Widowed,7.1
2805,1984,PAHANG,Divorced/permanently separated,3.3
2806,1984,P.PINANG,Total,383.7
2807,1984,P.PINANG,Never married,152.9
2808,1984,P.PINANG,Married,217.8
2809,1984,P.PINANG,Widowed,9.1
2810,1984,P.PINANG,Divorced/permanently separated,3.9
2811,1984,PERAK,Total,659.6
2812,1984,PERAK,Never married,209.8
2813,1984,PERAK,Married,419.8
2814,1984,PERAK,Widowed,22.7
2815,1984,PERAK,Divorced/permanently separated,7.3
2816,1984,PERLIS,Total,61.8
2817,1984,PERLIS,Never married,15.7
2818,1984,PERLIS,Married,43.9
2819,1984,PERLIS,Widowed,1.4
2820,1984,PERLIS,Divorced/permanently separated,0.8
2821,1984,SELANGOR,Total,690.3
2822,1984,SELANGOR,Never married,268.8
2823,1984,SELANGOR,Married,403.4
2824,1984,SELANGOR,Widowed,12.3
2825,1984,SELANGOR,Divorced/permanently separated,5.9
2826,1984,TERENGGANU,Total,204.4
2827,1984,TERENGGANU,Never married,57.1
2828,1984,TERENGGANU,Married,135.8
2829,1984,TERENGGANU,Widowed,6.7
2830,1984,TERENGGANU,Divorced/permanently separated,4.9
2831,1984,SABAH,Total,400.3
2832,1984,SABAH,Never married,126.5
2833,1984,SABAH,Married,254.6
2834,1984,SABAH,Widowed,12.3
2835,1984,SABAH,Divorced/permanently separated,6.8
2836,1984,SARAWAK,Total,575.3
2837,1984,SARAWAK,Never married,175.8
2838,1984,SARAWAK,Married,374.8
2839,1984,SARAWAK,Widowed,16.1
2840,1984,SARAWAK,Divorced/permanently separated,8.5
2841,1984,W.P.KUALA LUMPUR,Total,485.4
2842,1984,W.P.KUALA LUMPUR,Never married,222.1
2843,1984,W.P.KUALA LUMPUR,Married,252
2844,1984,W.P.KUALA LUMPUR,Widowed,7.6
2845,1984,W.P.KUALA LUMPUR,Divorced/permanently separated,3.7
2846,1984,W.P.LABUAN,Total,16
2847,1984,W.P.LABUAN,Never married,6.5
2848,1984,W.P.LABUAN,Married,8.9
2849,1984,W.P.LABUAN,Widowed,0.3
2850,1984,W.P.LABUAN,Divorced/permanently separated,0.2
2851,1983,MALAYSIA,Total,5457
2852,1983,MALAYSIA,Never married,1838.9
2853,1983,MALAYSIA,Married,3401.7
2854,1983,MALAYSIA,Widowed,142.6
2855,1983,MALAYSIA,Divorced/permanently separated,73.8
2856,1983,JOHOR,Total,623.7
2857,1983,JOHOR,Never married,221.4
2858,1983,JOHOR,Married,378.5
2859,1983,JOHOR,Widowed,15
2860,1983,JOHOR,Divorced/permanently separated,8.8
2861,1983,KEDAH,Total,373.6
2862,1983,KEDAH,Never married,88.7
2863,1983,KEDAH,Married,267.7
2864,1983,KEDAH,Widowed,10.8
2865,1983,KEDAH,Divorced/permanently separated,6.4
2866,1983,KELANTAN,Total,282.5
2867,1983,KELANTAN,Never married,48.8
2868,1983,KELANTAN,Married,216.5
2869,1983,KELANTAN,Widowed,8.5
2870,1983,KELANTAN,Divorced/permanently separated,8.7
2871,1983,MELAKA,Total,165.5
2872,1983,MELAKA,Never married,57.8
2873,1983,MELAKA,Married,100
2874,1983,MELAKA,Widowed,6.7
2875,1983,MELAKA,Divorced/permanently separated,1
2876,1983,N.SEMBILAN,Total,215
2877,1983,N.SEMBILAN,Never married,65.8
2878,1983,N.SEMBILAN,Married,140.1
2879,1983,N.SEMBILAN,Widowed,6.9
2880,1983,N.SEMBILAN,Divorced/permanently separated,2.2
2881,1983,PAHANG,Total,333.5
2882,1983,PAHANG,Never married,98.4
2883,1983,PAHANG,Married,226.1
2884,1983,PAHANG,Widowed,5.9
2885,1983,PAHANG,Divorced/permanently separated,3.1
2886,1983,P.PINANG,Total,404.8
2887,1983,P.PINANG,Never married,168.4
2888,1983,P.PINANG,Married,223.2
2889,1983,P.PINANG,Widowed,9.8
2890,1983,P.PINANG,Divorced/permanently separated,3.4
2891,1983,PERAK,Total,669.2
2892,1983,PERAK,Never married,229.5
2893,1983,PERAK,Married,415.1
2894,1983,PERAK,Widowed,17.6
2895,1983,PERAK,Divorced/permanently separated,7
2896,1983,PERLIS,Total,63.8
2897,1983,PERLIS,Never married,13.6
2898,1983,PERLIS,Married,47.4
2899,1983,PERLIS,Widowed,2.1
2900,1983,PERLIS,Divorced/permanently separated,0.7
2901,1983,SELANGOR,Total,739.9
2902,1983,SELANGOR,Never married,308.2
2903,1983,SELANGOR,Married,408.5
2904,1983,SELANGOR,Widowed,17.4
2905,1983,SELANGOR,Divorced/permanently separated,5.8
2906,1983,TERENGGANU,Total,236.9
2907,1983,TERENGGANU,Never married,60.3
2908,1983,TERENGGANU,Married,159.2
2909,1983,TERENGGANU,Widowed,8.4
2910,1983,TERENGGANU,Divorced/permanently separated,9
2911,1983,SABAH,Total,377.7
2912,1983,SABAH,Never married,115.9
2913,1983,SABAH,Married,244.4
2914,1983,SABAH,Widowed,10.7
2915,1983,SABAH,Divorced/permanently separated,6.7
2916,1983,SARAWAK,Total,540.1
2917,1983,SARAWAK,Never married,162.4
2918,1983,SARAWAK,Married,352.9
2919,1983,SARAWAK,Widowed,17.2
2920,1983,SARAWAK,Divorced/permanently separated,7.7
2921,1983,W.P.KUALA LUMPUR,Total,430.7
2922,1983,W.P.KUALA LUMPUR,Never married,199.6
2923,1983,W.P.KUALA LUMPUR,Married,222.1
2924,1983,W.P.KUALA LUMPUR,Widowed,5.6
2925,1983,W.P.KUALA LUMPUR,Divorced/permanently separated,3.3
2926,1982,MALAYSIA,Total,5249
2927,1982,MALAYSIA,Never married,1794.4
2928,1982,MALAYSIA,Married,3247.4
2929,1982,MALAYSIA,Widowed,143.2
2930,1982,MALAYSIA,Divorced/permanently separated,63.9
2931,1982,JOHOR,Total,630.2
2932,1982,JOHOR,Never married,232.7
2933,1982,JOHOR,Married,375.7
2934,1982,JOHOR,Widowed,16.3
2935,1982,JOHOR,Divorced/permanently separated,5.4
2936,1982,KEDAH,Total,389
2937,1982,KEDAH,Never married,99.1
2938,1982,KEDAH,Married,272.8
2939,1982,KEDAH,Widowed,11.9
2940,1982,KEDAH,Divorced/permanently separated,5.2
2941,1982,KELANTAN,Total,304.3
2942,1982,KELANTAN,Never married,57.4
2943,1982,KELANTAN,Married,227.6
2944,1982,KELANTAN,Widowed,10.4
2945,1982,KELANTAN,Divorced/permanently separated,8.9
2946,1982,MELAKA,Total,167.2
2947,1982,MELAKA,Never married,62.7
2948,1982,MELAKA,Married,97.4
2949,1982,MELAKA,Widowed,5.1
2950,1982,MELAKA,Divorced/permanently separated,2
2951,1982,N.SEMBILAN,Total,216.3
2952,1982,N.SEMBILAN,Never married,71.5
2953,1982,N.SEMBILAN,Married,136.1
2954,1982,N.SEMBILAN,Widowed,6.6
2955,1982,N.SEMBILAN,Divorced/permanently separated,2.1
2956,1982,PAHANG,Total,270.2
2957,1982,PAHANG,Never married,88.2
2958,1982,PAHANG,Married,173.2
2959,1982,PAHANG,Widowed,5.6
2960,1982,PAHANG,Divorced/permanently separated,3.2
2961,1982,P.PINANG,Total,382.3
2962,1982,P.PINANG,Never married,158.1
2963,1982,P.PINANG,Married,211.5
2964,1982,P.PINANG,Widowed,8.9
2965,1982,P.PINANG,Divorced/permanently separated,3.8
2966,1982,PERAK,Total,604
2967,1982,PERAK,Never married,197.8
2968,1982,PERAK,Married,377.8
2969,1982,PERAK,Widowed,20.5
2970,1982,PERAK,Divorced/permanently separated,7.9
2971,1982,PERLIS,Total,55.7
2972,1982,PERLIS,Never married,13.6
2973,1982,PERLIS,Married,38.4
2974,1982,PERLIS,Widowed,2.1
2975,1982,PERLIS,Divorced/permanently separated,1.5
2976,1982,SELANGOR,Total,676.9
2977,1982,SELANGOR,Never married,271.7
2978,1982,SELANGOR,Married,386.4
2979,1982,SELANGOR,Widowed,13.6
2980,1982,SELANGOR,Divorced/permanently separated,5.1
2981,1982,TERENGGANU,Total,221.1
2982,1982,TERENGGANU,Never married,57.8
2983,1982,TERENGGANU,Married,150.8
2984,1982,TERENGGANU,Widowed,6.9
2985,1982,TERENGGANU,Divorced/permanently separated,5.6
2986,1982,SABAH,Total,343.6
2987,1982,SABAH,Never married,107.5
2988,1982,SABAH,Married,221
2989,1982,SABAH,Widowed,11.3
2990,1982,SABAH,Divorced/permanently separated,3.7
2991,1982,SARAWAK,Total,524.7
2992,1982,SARAWAK,Never married,153.7
2993,1982,SARAWAK,Married,347.9
2994,1982,SARAWAK,Widowed,16.2
2995,1982,SARAWAK,Divorced/permanently separated,6.9
2996,1982,W.P.KUALA LUMPUR,Total,463.6
2997,1982,W.P.KUALA LUMPUR,Never married,222.6
2998,1982,W.P.KUALA LUMPUR,Married,230.6
2999,1982,W.P.KUALA LUMPUR,Widowed,7.8
3000,1982,W.P.KUALA LUMPUR,Divorced/permanently separated,2.6
