_id,Year,Country/State,Classification,Occupation,Person ('000)
263,2019,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,122.5
264,2019,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,95.4
265,2019,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,115.5
266,2019,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,449.3
267,2019,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",234.4
268,2019,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,187.3
269,2019,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,176.1
270,2019,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,471.4
271,2019,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,36.2
272,2019,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,119.7
273,2019,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,109.5
274,2019,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,99.0
275,2019,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,253.6
276,2019,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",182.8
277,2019,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,147.8
278,2019,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,136.9
279,2019,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,219.3
280,2019,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,74.7
281,2019,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,165.8
282,2019,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,112.8
283,2019,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,88.9
284,2019,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,200.8
285,2019,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",1.8
286,2019,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,69.3
287,2019,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,58.4
288,2019,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,68.5
289,2019,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,1.7
290,2019,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,4.5
291,2019,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,6.3
292,2019,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,6.0
293,2019,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,9.4
294,2019,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",1.3
295,2019,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,4.8
296,2019,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,2.7
297,2019,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,3.7
298,2019,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,1.3
299,2019,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,14.4
300,2019,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,4.4
301,2019,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,8.6
302,2019,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,3.2
303,2019,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",0.0
304,2019,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,1.9
305,2019,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,1.1
306,2019,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,3.2
307,2018,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,660.5
308,2018,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,1824.4
309,2018,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,1536.7
310,2018,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,1247.7
311,2018,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,3422.8
312,2018,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,1545.5
313,2018,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,1787.9
314,2018,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,1828.7
315,2018,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",921.9
316,2018,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,63.7
317,2018,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,169.7
318,2018,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,198.6
319,2018,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,147.0
320,2018,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,417.6
321,2018,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,206.1
322,2018,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,247.5
323,2018,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,183.1
324,2018,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",60.0
325,2018,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,28.1
326,2018,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,100.5
327,2018,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,75.4
328,2018,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,55.0
329,2018,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,230.1
330,2018,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,97.6
331,2018,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,133.6
332,2018,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,112.2
333,2018,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",76.8
334,2018,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,11.9
335,2018,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,72.6
336,2018,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,41.9
337,2018,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,30.7
338,2018,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,215.5
339,2018,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,95.2
340,2018,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,44.4
341,2018,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,87.2
342,2018,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",84.0
343,2018,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,17.9
344,2018,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,56.8
345,2018,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,62.1
346,2018,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,37.3
347,2018,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,102.9
348,2018,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,31.8
349,2018,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,62.9
350,2018,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,37.5
351,2018,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",7.5
352,2018,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,16.6
353,2018,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,70.5
354,2018,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,50.7
355,2018,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,48.5
356,2018,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,170.8
357,2018,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,76.5
358,2018,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,73.1
359,2018,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,126.3
360,2018,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",83.7
361,2018,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,42.8
362,2018,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,101.5
363,2018,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,92.7
364,2018,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,85.9
365,2018,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,282.2
366,2018,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,132.5
367,2018,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,121.7
368,2018,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,105.9
369,2018,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",69.6
370,2018,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,4.4
371,2018,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,12.0
372,2018,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,7.3
373,2018,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,6.8
374,2018,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,31.2
375,2018,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,12.4
376,2018,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,6.7
377,2018,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,11.7
378,2018,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",11.4
379,2018,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,229.6
380,2018,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,582.7
381,2018,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,496.7
382,2018,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,365.2
383,2018,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,675.1
384,2018,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Craft and related trades workers,305.6
385,2018,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Plant and machine-operators and assemblers,477.9
386,2018,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2013,Elementary occupations,263.9
387,2018,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2013,"Skilled agricultural, forestry, livestock and fishery workers",50.1
388,2018,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2013,Managers,12.4
389,2018,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2013,Professionals,52.9
390,2018,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2013,Technicians and associate professionals,36.8
391,2018,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2013,Clerical support workers,31.2
392,2018,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2013,Service and sales workers,122.9
