_id,Year,State/Country,Classification,Industry,Person ('000)
268,2020,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,85.2
269,2020,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Education,94.4
270,2020,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,49.9
271,2020,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",8.7
272,2020,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,36.5
273,2020,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,14.1
274,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Total,1262.3
275,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",272
276,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,12.6
277,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,145.8
278,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",12.8
279,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",5.8
280,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,124.8
281,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",186.6
282,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,44.2
283,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,112
284,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,8.5
285,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,15.9
286,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,2.6
287,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",22.5
288,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Administrative and support service activities,77.5
289,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,73.8
290,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Education,80
291,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,33
292,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",4.8
293,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,22.7
294,2020,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,4.5
295,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Total,874.6
296,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",1.1
297,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,2.3
298,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,85.1
299,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",2.1
300,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",4.6
301,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,78.4
302,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",197.9
303,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,46.3
304,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,90.5
305,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,43.1
306,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,64.8
307,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,15
308,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",71.3
309,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Administrative and support service activities,45
310,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,38.6
311,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Education,28.9
312,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,31.9
313,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",5.7
314,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,15.7
315,2020,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,6.4
316,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Total,42.8
317,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",1.1
318,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,3.6
319,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,2.9
320,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",0.1
321,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",0.1
322,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,4.3
323,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",5.9
324,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,2.8
325,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,4.9
326,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,0.2
327,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,1
328,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,0.1
329,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",7
330,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Administrative and support service activities,6.3
331,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,4.3
332,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Education,3
333,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,0.8
334,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",0.2
335,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,0.7
336,2020,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,0.1
337,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Total,36.2
338,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",0
339,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,0
340,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,0.4
341,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",0.2
342,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",0.1
343,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,0.8
344,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",1.6
345,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,0.9
346,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,3.2
347,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,1.3
348,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,0.6
349,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,0.1
350,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",1.2
351,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Administrative and support service activities,1.3
352,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,19
353,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Education,2.1
354,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,3.3
355,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",0
356,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,0.2
357,2020,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,0
358,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Total,15073.4
359,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",1541.1
360,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,91
361,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,2681.5
362,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",71.4
363,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",88.8
364,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,1276.4
365,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2594.5
366,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,667.6
367,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,1549.7
368,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,213.9
369,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,335.1
370,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,92.1
371,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",385.7
372,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Administrative and support service activities,806.2
373,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,737.1
374,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Education,962.3
375,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,527.7
376,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",79
377,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,266.1
378,2019,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,104.3
379,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,Total,1756.1
380,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",132.5
381,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,8.9
382,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,438.2
383,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",8.9
384,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",11.8
385,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,126.2
386,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",283.7
387,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,81.6
388,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,214.4
389,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,9.2
390,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,30
391,2019,JOHOR,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,9.7
